0	3	4	15	3	11	4	0	0	0	1	1	0	3	1	2	0	3	1	23	0	0	0	7	0	0	0	0	1	0	0	2	1	0	1	8	0	0	11	1	6	6	2	0	2	0	0	7	3	86.5
0	0	5	8	1	12	0	1	0	4	0	0	0	1	0	2	0	3	1	22	0	0	1	6	0	0	0	0	3	0	0	1	0	1	2	8	1	0	4	0	3	2	3	0	4	0	0	1	4	89.4
1	0	1	8	1	9	4	0	0	1	1	0	0	2	0	3	1	2	3	22	0	0	2	8	0	0	0	0	3	0	0	5	0	0	0	4	0	0	7	2	5	1	2	1	1	0	2	5	5	88.6
0	0	1	8	4	4	2	1	0	0	0	0	0	1	0	2	0	1	1	29	0	0	2	10	0	0	0	0	6	0	1	0	2	0	0	4	0	1	5	0	2	0	2	0	1	0	3	3	6	89.6
6	0	0	5	0	8	6	3	2	0	0	0	20	2	0	0	0	6	1	0	0	0	3	1	0	0	5	21	7	1	3	1	5	8	1	4	0	0	4	33	0	1	0	1	0	0	3	15	1	82.1
1	3	1	2	0	4	14	8	2	1	2	0	1	1	0	0	0	10	3	0	1	0	1	0	0	0	0	31	2	0	2	4	7	4	0	9	1	0	0	29	0	0	0	0	0	0	3	17	0	83.4
0	12	1	2	0	0	26	1	0	0	0	0	0	1	0	0	0	4	0	0	0	3	5	2	0	0	2	4	2	0	1	6	5	3	6	8	1	0	0	5	0	3	1	0	2	0	3	1	2	88.6
1	5	0	1	0	8	8	0	0	0	0	0	3	1	0	1	0	19	0	0	0	0	2	3	0	0	5	0	1	0	9	9	10	1	2	10	1	0	0	12	0	0	3	0	1	0	6	8	3	86.5
0	0	3	0	3	7	0	0	0	0	26	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	7	0	1	2	0	0	0	12	0	0	7	0	3	3	1	0	3	1	8	6	2	89.9
0	0	2	3	1	3	1	0	0	2	9	2	0	0	0	2	0	6	0	0	0	0	2	1	0	0	0	0	6	0	0	8	0	0	1	12	0	0	15	1	4	2	7	0	4	0	10	8	3	88.3
0	1	0	1	1	1	2	0	0	1	8	1	1	1	0	2	0	0	0	0	0	0	9	4	0	0	0	0	6	0	0	8	0	0	0	2	0	0	4	1	2	2	2	0	0	0	0	0	4	93.4
0	2	7	0	5	1	0	0	0	6	0	2	0	0	0	1	0	0	0	0	0	2	6	2	0	2	0	0	2	0	0	1	0	0	0	7	0	0	7	0	3	2	3	0	2	0	2	1	3	92.9
0	0	0	0	0	1	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	9	6	0	0	0	0	2	0	0	4	0	0	0	1	0	0	12	0	2	1	8	0	2	0	0	0	1	94.4
0	1	4	0	2	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	6	7	0	0	0	0	4	0	0	5	0	0	0	1	0	0	8	0	3	8	3	0	2	0	0	0	0	94.1
0	0	0	2	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	2	7	5	0	1	0	0	0	0	0	6	0	0	0	0	0	0	8	0	5	4	4	0	1	0	2	0	4	94.3
0	4	0	11	0	0	0	0	0	2	0	1	0	27	0	0	0	0	0	0	0	6	4	0	2	18	0	0	0	0	0	0	0	0	4	4	0	42	0	0	0	10	1	0	0	0	0	0	0	86.2
0	2	1	7	8	0	0	0	0	5	1	8	0	9	0	0	0	0	0	0	0	17	4	0	0	8	0	0	0	0	0	2	0	0	1	1	0	12	2	0	0	8	3	0	2	2	0	0	0	89.5
0	15	0	10	11	0	3	0	0	4	2	8	0	15	0	1	0	0	0	0	0	10	0	0	0	1	0	0	1	0	0	1	0	1	7	0	0	25	2	0	0	14	0	0	1	0	0	0	0	86.6
0	31	4	3	15	0	1	0	0	0	0	1	0	10	1	1	1	0	3	0	0	5	5	0	0	1	0	0	1	0	0	1	2	12	13	1	0	13	0	0	0	9	2	0	1	0	1	2	0	85.8
0	0	0	1	5	0	0	0	0	13	4	19	0	2	0	1	0	0	0	0	0	18	5	1	0	18	0	0	0	0	0	0	0	0	6	0	0	11	3	0	0	9	2	0	0	9	0	0	1	87
0	0	0	3	0	0	0	0	0	6	2	15	0	7	0	1	0	0	0	0	0	20	6	3	1	41	0	0	0	0	0	1	0	0	2	1	0	6	3	0	0	9	1	1	3	6	0	0	0	86
0	0	0	3	2	0	0	0	0	21	4	12	0	1	0	2	0	0	0	0	0	9	2	1	0	22	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	5	0	0	2	14	0	0	0	89.4
0	1	3	1	3	0	0	0	0	10	0	17	0	4	0	2	0	0	0	0	0	12	4	0	0	2	0	0	1	0	0	0	0	1	1	0	0	1	6	0	0	8	8	0	1	18	2	0	2	89
0	0	7	0	0	1	0	0	0	12	0	9	0	1	0	0	1	0	0	0	0	18	9	1	0	2	0	0	0	0	0	1	0	0	10	3	0	2	6	0	0	16	3	0	4	0	0	0	1	89.1
0	8	2	5	7	0	2	0	0	15	0	14	0	11	0	1	0	0	0	0	0	21	4	1	0	4	0	0	0	0	0	1	2	3	19	6	0	6	7	0	0	31	1	0	4	0	0	0	0	82.3
0	0	3	0	3	0	1	0	0	17	0	66	0	6	0	1	0	0	0	0	0	35	1	1	0	11	0	0	0	0	0	0	0	0	7	3	0	2	10	0	0	26	5	0	3	20	0	1	0	77.6
0	0	3	3	0	0	0	0	0	5	4	0	0	0	0	2	0	0	0	0	0	0	7	7	0	1	0	0	2	0	0	11	0	0	0	2	0	0	12	0	2	5	7	0	9	1	3	0	9	90.3
0	0	5	0	0	0	0	0	0	2	5	0	0	0	0	1	0	0	0	0	0	0	10	6	0	0	0	0	0	0	0	14	0	0	0	1	0	0	8	0	3	3	4	0	9	0	1	0	6	92
0	0	4	3	0	2	0	0	0	5	0	0	0	1	0	1	0	0	0	0	0	0	4	7	0	1	0	0	0	0	0	9	0	0	0	1	0	0	9	0	3	3	13	0	7	1	2	0	9	91.3
0	0	1	0	0	0	0	0	0	2	2	2	0	0	0	2	0	0	0	0	0	0	9	2	0	1	0	0	2	0	0	5	0	0	1	1	0	0	11	0	2	6	7	0	10	0	1	1	7	92.3
0	0	3	4	0	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	11	3	0	0	0	0	1	0	0	6	0	0	0	0	0	0	8	0	3	8	5	0	11	1	1	0	8	91.9
0	0	1	1	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	3	9	0	1	0	0	2	0	0	12	0	0	0	1	0	0	6	0	6	3	10	0	10	0	4	0	6	91.4
0	0	4	0	0	0	0	0	0	6	4	0	0	0	0	3	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	10	0	0	0	0	0	0	17	0	3	8	2	0	7	2	2	1	7	91.2
0	0	5	3	0	0	0	0	0	10	0	0	0	0	0	2	0	0	0	0	0	0	2	9	0	3	0	0	2	0	0	7	0	0	0	0	0	0	10	0	2	2	13	0	5	1	1	0	7	91.4
0	0	7	19	3	1	1	0	0	3	4	23	0	2	2	5	173	0	0	0	0	1	0	6	94	0	0	0	5	0	0	8	1	1	0	0	0	0	17	0	1	11	5	64	0	1	1	2	5	53.2
0	0	41	5	3	1	0	0	0	19	0	5	0	0	12	3	7	0	0	0	0	2	1	10	11	1	0	0	8	0	0	7	0	0	5	9	0	0	25	0	2	36	7	2	10	1	0	1	5	75.9
